Point`s of stimul`s start time :21:44:16.81581: Delay before stimul appears :0: Velocity :60:
Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched
Point`s of stimul`s start time :21:44:16.81681: Delay before stimul appears :0: Velocity :60:
Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched
21:44:16.82981;0,2;1;-0,5;0;0
21:44:16.82981;0,2;1;-0,5;0;0
21:44:16.83081;0,2;1;-0,5;0;0
21:44:16.83081;0,2;1;-0,5;0;0
21:44:16.83181;0,2;1;-0,5;0;0
21:44:16.83281;0,2;1;-0,5;0;0
