Point`s of stimul`s start time :16:41:08.91720: Delay before stimul appears :3,046922: Velocity :37,20215:
Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched
16:41:08.92420;-1,148751;0,5535076;6,183481;1;0
16:41:08.92520;-1,148751;0,5535076;6,183481;1;0
16:41:08.94220;-1,148751;0,5535076;6,183481;1;0
16:41:08.94320;-1,148751;0,5535076;6,183481;1;0
16:41:08.94420;-1,148751;0,5535076;6,183481;1;0
16:41:08.94520;-1,148751;0,5535076;6,183481;1;0
16:41:08.95622;-1,148751;0,5535076;6,183481;1;0
16:41:08.95622;-1,148751;0,5535076;6,183481;1;0
16:41:08.95720;-1,148751;0,5535076;6,183481;1;0
16:41:08.96820;-1,148751;0,5535076;6,183481;1;0
16:41:08.96920;-1,148751;0,5535076;6,183481;1;0
16:41:08.98120;-1,148751;0,5535076;6,183481;1;0
16:41:08.98720;-1,148751;0,5535076;6,183481;1;0
16:41:08.98820;-1,148751;0,5535076;6,183481;1;0
16:41:08.99320;-1,148751;0,5535076;6,183481;1;0
16:41:08.99420;-1,148751;0,5535076;6,183481;1;0
16:41:09.01120;-1,148751;0,5535076;6,183481;1;0
16:41:09.01220;-1,148751;0,5535076;6,183481;1;0
16:41:09.01220;-1,148751;0,5535076;6,183481;1;0
16:41:09.01320;-1,148751;0,5535076;6,183481;1;0
16:41:09.02520;-1,148751;0,5535076;6,183481;1;0
16:41:09.02520;-1,148751;0,5535076;6,183481;1;0
16:41:09.04020;-1,148751;0,5535076;6,183481;1;0
16:41:09.04020;-1,148751;0,5535076;6,183481;1;0
16:41:09.04120;-1,148751;0,5535076;6,183481;1;0
16:41:09.05320;-1,148751;0,5535076;6,183481;1;0
16:41:09.05320;-1,148751;0,5535076;6,183481;1;0
16:41:09.05420;-1,148751;0,5535076;6,183481;1;0
16:41:09.06820;-1,148751;0,5535076;6,183481;1;0
16:41:09.06920;-1,148751;0,5535076;6,183481;1;0
16:41:09.06920;-1,148751;0,5535076;6,183481;1;0
16:41:09.08213;-1,148751;0,5535076;6,183481;1;0
16:41:09.08314;-1,148751;0,5535076;6,183481;1;0
16:41:09.08314;-1,148751;0,5535076;6,183481;1;0
16:41:09.09614;-1,148751;0,5535076;6,183481;1;0
16:41:09.09714;-1,148751;0,5535076;6,183481;1;0
16:41:09.09814;-1,148751;0,5535076;6,183481;1;0
