Point`s of stimul`s start time :22:05:55.97757: Delay before stimul appears :0: Velocity :40:
Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched
22:05:56.00083;1,5;1,5;6,5;0;0
22:05:56.00270;1,5;1,5;6,5;0;0
22:05:56.00370;1,5;1,5;6,5;0;0
22:05:56.00570;1,5;1,5;6,5;0;0
22:05:56.00672;1,5;1,5;6,5;0;0
22:05:56.00773;1,5;1,5;6,5;0;0
22:05:56.02770;1,5;1,5;6,5;0;0
22:05:56.02870;1,5;1,5;6,5;0;0
22:05:56.03070;1,5;1,5;6,5;0;0
22:05:56.03256;1,5;1,5;6,5;0;0
22:05:56.03356;1,5;1,5;6,5;0;0
22:05:56.03456;1,5;1,5;6,5;0;0
22:05:56.05455;1,5;1,5;6,5;0;0
22:05:56.05556;1,5;1,5;6,5;0;0
22:05:56.05756;1,5;1,5;6,5;0;0
22:05:56.05856;1,5;1,5;6,5;0;0
22:05:56.05956;1,5;1,5;6,5;0;0
22:05:56.08014;1,5;1,5;6,5;0;0
22:05:56.08114;1,5;1,5;6,5;0;0
22:05:56.08214;1,5;1,5;6,5;0;0
22:05:56.08314;1,5;1,5;6,5;0;0
22:05:56.08414;1,5;1,5;6,5;0;0
22:05:56.10416;1,5;1,5;6,5;0;0
22:05:56.10514;1,5;1,5;6,5;0;0
22:05:56.10714;1,5;1,5;6,5;0;0
22:05:56.10814;1,5;1,5;6,5;0;0
22:05:56.10914;1,5;1,5;6,5;0;0
22:05:56.12714;1,5;1,5;6,5;0;0
22:05:56.12814;1,5;1,5;6,5;0;0
22:05:56.12914;1,5;1,5;6,5;0;0
22:05:56.13014;1,5;1,5;6,5;0;0
22:05:56.13114;1,5;1,5;6,5;0;0
22:05:56.15114;1,5;1,5;6,5;0;0
22:05:56.15214;1,5;1,5;6,5;0;0
22:05:56.15314;1,5;1,5;6,5;0;0
22:05:56.15514;1,5;1,5;6,5;0;0
22:05:56.15614;1,5;1,5;6,5;0;0
22:05:56.17339;1,5;1,5;6,5;0;0
22:05:56.17539;1,5;1,5;6,5;0;0
22:05:56.17639;1,5;1,5;6,5;0;0
22:05:56.17739;1,5;1,5;6,5;0;0
22:05:56.19590;1,5;1,5;6,5;0;0
22:05:56.19791;1,5;1,5;6,5;0;0
22:05:56.19891;1,5;1,5;6,5;0;0
22:05:56.19990;1,5;1,5;6,5;0;0
22:05:56.20090;1,5;1,5;6,5;0;0
22:05:56.22090;1,5;1,5;6,5;0;0
22:05:56.22190;1,5;1,5;6,5;0;0
22:05:56.22290;1,5;1,5;6,5;0;0
22:05:56.22491;1,5;1,5;6,5;0;0
22:05:56.22591;1,5;1,5;6,5;0;0
22:05:56.24390;1,5;1,5;6,5;0;0
22:05:56.24590;1,5;1,5;6,5;0;0
22:05:56.24691;1,5;1,5;6,5;0;0
22:05:56.24790;1,5;1,5;6,5;0;0
22:05:56.26790;1,5;1,5;6,5;0;0
22:05:56.26890;1,5;1,5;6,5;0;0
22:05:56.26990;1,5;1,5;6,5;0;0
22:05:56.27090;1,5;1,5;6,5;0;0
22:05:56.27290;1,5;1,5;6,5;0;0
22:05:56.29190;1,5;1,5;6,5;0;0
22:05:56.29291;1,5;1,5;6,5;0;0
22:05:56.29490;1,5;1,5;6,5;0;0
22:05:56.29590;1,5;1,5;6,5;0;0
22:05:56.29790;1,5;1,5;6,5;0;0
22:05:56.31690;1,5;1,5;6,5;0;0
22:05:56.31790;1,5;1,5;6,5;0;0
22:05:56.31990;1,5;1,5;6,5;0;0
22:05:56.32090;1,5;1,5;6,5;0;0
22:05:56.32290;1,5;1,5;6,5;0;0
22:05:56.34090;1,5;1,5;6,5;0;0
22:05:56.34191;1,5;1,5;6,5;0;0
22:05:56.34291;1,5;1,5;6,5;0;0
22:05:56.34491;1,5;1,5;6,5;0;0
22:05:56.36290;1,5;1,5;6,5;0;0
22:05:56.36391;1,5;1,5;6,5;0;0
22:05:56.36490;1,5;1,5;6,5;0;0
22:05:56.36590;1,5;1,5;6,5;0;0
22:05:56.36690;1,5;1,5;6,5;0;0
22:05:56.38590;1,5;1,5;6,5;0;0
22:05:56.38690;1,5;1,5;6,5;0;0
22:05:56.38790;1,5;1,5;6,5;0;0
22:05:56.38890;1,5;1,5;6,5;0;0
22:05:56.39091;1,5;1,5;6,5;0;0
22:05:56.40790;1,5;1,5;6,5;0;0
22:05:56.40890;1,5;1,5;6,5;0;0
22:05:56.40990;1,5;1,5;6,5;0;0
22:05:56.41191;1,5;1,5;6,5;0;0
22:05:56.42890;1,5;1,5;6,5;0;0
22:05:56.42990;1,5;1,5;6,5;0;0
