Point`s of stimul`s start time :12:11:45.78283: Delay before stimul appears :3,986351: Velocity :50:
Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched
12:11:45.79583;2;1,6;7;0;0
12:11:45.79683;2;1,6;7;0;0
12:11:45.79783;2;1,6;7;0;0
12:11:45.80983;2;1,6;7;0;0
12:11:45.81083;2;1,6;7;0;0
12:11:45.81183;2;1,6;7;0;0
12:11:45.82283;2;1,6;7;0;0
12:11:45.82383;2;1,6;7;0;0
12:11:45.82483;2;1,6;7;0;0
12:11:45.83783;2;1,6;7;0;0
12:11:45.83983;2;1,6;7;0;0
12:11:45.84083;2;1,6;7;0;0
12:11:45.85083;2;1,6;7;0;0
12:11:45.85183;2;1,6;7;0;0
12:11:45.86683;2;1,6;7;0;0
12:11:45.86783;2;1,6;7;0;0
12:11:45.86883;2;1,6;7;0;0
12:11:45.86983;2;1,6;7;0;0
12:11:45.87983;2;1,6;7;0;0
12:11:45.88083;2;1,6;7;0;0
12:11:45.89283;2;1,6;7;0;0
12:11:45.89383;2;1,6;7;0;0
12:11:45.89483;2;1,6;7;0;0
12:11:45.90583;2;1,6;7;0;0
12:11:45.90683;2;1,6;7;0;0
12:11:45.90783;2;1,6;7;0;0
12:11:45.91983;2;1,6;7;0;0
12:11:45.92083;2;1,6;7;0;0
12:11:45.93583;2;1,6;7;0;0
12:11:45.93683;2;1,6;7;0;0
12:11:45.93783;2;1,6;7;0;0
12:11:45.94883;2;1,6;7;0;0
12:11:45.95083;2;1,6;7;0;0
12:11:45.95183;2;1,6;7;0;0
12:11:45.96283;2;1,6;7;0;0
12:11:45.96383;2;1,6;7;0;0
12:11:45.96483;2;1,6;7;0;0
12:11:45.97583;2;1,6;7;0;0
12:11:45.97683;2;1,6;7;0;0
12:11:45.99083;2;1,6;7;0;0
12:11:45.99183;2;1,6;7;0;0
12:11:45.99283;2;1,6;7;0;0
12:11:46.00483;2;1,6;7;0;0
12:11:46.00583;2;1,6;7;0;0
12:11:46.00683;2;1,6;7;0;0
12:11:46.01883;2;1,6;7;0;0
12:11:46.01983;2;1,6;7;0;0
12:11:46.02083;2;1,6;7;0;0
12:11:46.03183;2;1,6;7;0;0
12:11:46.03283;2;1,6;7;0;0
12:11:46.03383;2;1,6;7;0;0
12:11:46.04483;2;1,6;7;0;0
12:11:46.04683;2;1,6;7;0;0
12:11:46.05983;2;1,6;7;0;0
12:11:46.06083;2;1,6;7;0;0
12:11:46.06183;2;1,6;7;0;0
12:11:46.07283;2;1,6;7;0;0
12:11:46.07383;2;1,6;7;0;0
12:11:46.07583;2;1,6;7;0;0
12:11:46.08583;2;1,6;7;0;0
12:11:46.08683;2;1,6;7;0;0
12:11:46.10083;2;1,6;7;0;0
12:11:46.10183;2;1,6;7;0;0
12:11:46.10283;2;1,6;7;0;0
12:11:46.10383;2;1,6;7;0;0
12:11:46.11383;2;1,6;7;0;0
12:11:46.11483;2;1,6;7;0;0
12:11:46.12834;2;1,6;7;0;0
12:11:46.12934;2;1,6;7;0;0
12:11:46.13035;2;1,6;7;0;0
12:11:46.14134;2;1,6;7;0;0
12:11:46.14234;2;1,6;7;0;0
12:11:46.14335;2;1,6;7;0;0
12:11:46.15835;2;1,6;7;0;0
12:11:46.15935;2;1,6;7;0;0
12:11:46.16086;2;1,6;7;0;0
12:11:46.16886;2;1,6;7;0;0
12:11:46.16986;2;1,6;7;0;0
12:11:46.18386;2;1,6;7;0;0
12:11:46.18486;2;1,6;7;0;0
12:11:46.18586;2;1,6;7;0;0
12:11:46.19886;2;1,6;7;0;0
12:11:46.19986;2;1,6;7;0;0
12:11:46.20086;2;1,6;7;0;0
12:11:46.21286;2;1,6;7;0;0
12:11:46.21386;2;1,6;7;0;0
12:11:46.21486;2;1,6;7;0;0
12:11:46.22586;2;1,6;7;0;0
12:11:46.22686;2;1,6;7;0;0
12:11:46.23986;2;1,6;7;0;0
12:11:46.24086;2;1,6;7;0;0
12:11:46.24486;2;1,6;7;0;0
12:11:46.25086;2;1,6;7;0;0
12:11:46.25186;2;1,6;7;0;0
12:11:46.26686;2;1,6;7;0;0
12:11:46.26786;2;1,6;7;0;0
12:11:46.26886;2;1,6;7;0;0
12:11:46.26986;2;1,6;7;0;0
12:11:46.28186;2;1,6;7;0;0
12:11:46.28386;2;1,6;7;0;0
12:11:46.28486;2;1,6;7;0;0
12:11:46.29086;2;1,6;7;0;0
12:11:46.29386;2;1,6;7;0;0
12:11:46.31086;2;1,6;7;0;0
12:11:46.31186;2;1,6;7;0;0
12:11:46.31286;2;1,6;7;0;0
