Timestamp;Position.x;Position.y;Position.z;Rotation.x;Rotation.y;Rotation.z;Rotation.w
22:43:25.062548;0;0;0;0;0;0;1
22:43:26.372353;0;0;0;0;0;0;1
22:43:26.373350;0;0;0;0;0;0;1
22:43:26.373350;0;0;0;0;0;0;1
22:43:26.374403;0;0;0;0;0;0;1
22:43:26.401410;0;0;0;0;0;0;1
22:43:26.402290;0;0;0;0;0;0;1
22:43:26.403302;0;0;0;0;0;0;1
22:43:26.403302;0;0;0;0;0;0;1
22:43:26.404306;0;0;0;0;0;0;1
22:43:26.412301;0;0;0;0;0;0;1
22:43:26.413298;0;0;0;0;0;0;1
22:43:26.413298;0;0;0;0;0;0;1
22:43:26.432329;0;0;0;0;0;0;1
22:43:26.433300;0;0;0;0;0;0;1
22:43:26.434322;0;0;0;0;0;0;1
22:43:26.434322;0;0;0;0;0;0;1
22:43:26.446299;0;0;0;0;0;0;1
22:43:26.447299;0;0;0;0;0;0;1
22:43:26.452303;0;0;0;0;0;0;1
22:43:26.453298;0;0;0;0;0;0;1
22:43:26.466300;0;0;0;0;0;0;1
22:43:26.467299;0;0;0;0;0;0;1
22:43:26.481298;0;0;0;0;0;0;1
22:43:26.482298;0;0;0;0;0;0;1
22:43:26.482298;0;0;0;0;0;0;1
22:43:26.494299;0;0;0;0;0;0;1
22:43:26.495300;0;0;0;0;0;0;1
22:43:26.496298;0;0;0;0;0;0;1
22:43:26.509300;0;0;0;0;0;0;1
22:43:26.509300;0;0;0;0;0;0;1
22:43:26.510298;0;0;0;0;0;0;1
22:43:26.522299;0;0;0;0;0;0;1
22:43:26.523300;0;0;0;0;0;0;1
22:43:26.523300;0;0;0;0;0;0;1
22:43:26.536299;0;0;0;0;0;0;1
22:43:26.537298;0;0;0;0;0;0;1
22:43:26.538299;0;0;0;0;0;0;1
22:43:26.548320;0;0;0;0;0;0;1
22:43:26.549298;0;0;0;0;0;0;1
22:43:26.565298;0;0;0;0;0;0;1
22:43:26.565298;0;0;0;0;0;0;1
22:43:26.566298;0;0;0;0;0;0;1
22:43:26.579299;0;0;0;0;0;0;1
22:43:26.579299;0;0;0;0;0;0;1
22:43:26.579299;0;0;0;0;0;0;1
22:43:26.592298;0;0;0;0;0;0;1
22:43:26.593300;0;0;0;0;0;0;1
22:43:26.593300;0;0;0;0;0;0;1
22:43:26.605299;0;0;0;0;0;0;1
22:43:26.606297;0;0;0;0;0;0;1
22:43:26.621299;0;0;0;0;0;0;1
22:43:26.621299;0;0;0;0;0;0;1
22:43:26.622298;0;0;0;0;0;0;1
22:43:26.635298;0;0;0;0;0;0;1
22:43:26.635298;0;0;0;0;0;0;1
22:43:26.635298;0;0;0;0;0;0;1
22:43:26.649299;0;0;0;0;0;0;1
22:43:26.649299;0;0;0;0;0;0;1
22:43:26.650299;0;0;0;0;0;0;1
22:43:26.664299;0;0;0;0;0;0;1
22:43:26.665298;0;0;0;0;0;0;1
22:43:26.665298;0;0;0;0;0;0;1
22:43:26.679299;0;0;0;0;0;0;1
22:43:26.680299;0;0;0;0;0;0;1
22:43:26.680299;0;0;0;0;0;0;1
22:43:26.689298;0;0;0;0;0;0;1
22:43:26.690300;0;0;0;0;0;0;1
22:43:26.704299;0;0;0;0;0;0;1
22:43:26.704299;0;0;0;0;0;0;1
22:43:26.705299;0;0;0;0;0;0;1
22:43:26.718299;0;0;0;0;0;0;1
22:43:26.719299;0;0;0;0;0;0;1
22:43:26.719299;0;0;0;0;0;0;1
22:43:26.732298;0;0;0;0;0;0;1
22:43:26.733298;0;0;0;0;0;0;1
22:43:26.733298;0;0;0;0;0;0;1
22:43:26.744297;0;0;0;0;0;0;1
22:43:26.745299;0;0;0;0;0;0;1
22:43:26.760299;0;0;0;0;0;0;1
22:43:26.761301;0;0;0;0;0;0;1
22:43:26.761301;0;0;0;0;0;0;1
22:43:26.772299;0;0;0;0;0;0;1
22:43:26.772299;0;0;0;0;0;0;1
22:43:26.773299;0;0;0;0;0;0;1
22:43:26.786299;0;0;0;0;0;0;1
22:43:26.787298;0;0;0;0;0;0;1
22:43:26.800298;0;0;0;0;0;0;1
22:43:26.800298;0;0;0;0;0;0;1
22:43:26.801297;0;0;0;0;0;0;1
22:43:26.813299;0;0;0;0;0;0;1
22:43:26.814297;0;0;0;0;0;0;1
22:43:26.814297;0;0;0;0;0;0;1
22:43:26.830298;0;0;0;0;0;0;1
22:43:26.830298;0;0;0;0;0;0;1
22:43:26.830298;0;0;0;0;0;0;1
22:43:26.841299;0;0;0;0;0;0;1
22:43:26.842298;0;0;0;0;0;0;1
22:43:26.857297;0;0;0;0;0;0;1
