Timestamp;Position.x;Position.y;Position.z;Rotation.x;Rotation.y;Rotation.z;Rotation.w
12:19:46.403267;0;0;0;0;0;0;1
12:19:53.372533;0;0;0;0;0;0;1
12:19:53.376235;0;0;0;0;0;0;1
12:19:53.376235;0;0;0;0;0;0;1
12:19:53.377103;0;0;0;0;0;0;1
12:19:53.847390;0;0;0;0;0;0;1
12:19:53.847390;0;0;0;0;0;0;1
12:19:53.847390;0;0;0;0;0;0;1
12:19:53.848389;0;0;0;0;0;0;1
12:19:53.848389;0;0;0;0;0;0;1
12:19:53.849390;0;0;0;0;0;0;1
12:19:53.849390;0;0;0;0;0;0;1
12:19:53.850390;0;0;0;0;0;0;1
12:19:53.851391;0;0;0;0;0;0;1
12:19:53.851391;0;0;0;0;0;0;1
12:19:53.852391;0;0;0;0;0;0;1
12:19:53.853392;0;0;0;0;0;0;1
12:19:53.853392;0;0;0;0;0;0;1
12:19:53.854391;0;0;0;0;0;0;1
12:19:53.854391;0;0;0;0;0;0;1
12:19:53.855391;0;0;0;0;0;0;1
12:19:53.856391;0;0;0;0;0;0;1
12:19:53.856391;0;0;0;0;0;0;1
12:19:53.856391;0;0;0;0;0;0;1
12:19:53.857391;0;0;0;0;0;0;1
12:19:53.857391;0;0;0;0;0;0;1
12:19:53.858390;0;0;0;0;0;0;1
12:19:53.858390;0;0;0;0;0;0;1
12:19:53.859390;0;0;0;0;0;0;1
12:19:53.859390;0;0;0;0;0;0;1
12:19:53.860391;0;0;0;0;0;0;1
12:19:53.860391;0;0;0;0;0;0;1
12:19:53.861390;0;0;0;0;0;0;1
12:19:53.861390;0;0;0;0;0;0;1
12:19:53.861390;0;0;0;0;0;0;1
12:19:53.862390;0;0;0;0;0;0;1
12:19:53.862390;0;0;0;0;0;0;1
12:19:53.863390;0;0;0;0;0;0;1
12:19:53.863390;0;0;0;0;0;0;1
12:19:53.864390;0;0;0;0;0;0;1
12:19:53.864390;0;0;0;0;0;0;1
12:19:53.864390;0;0;0;0;0;0;1
12:19:53.865390;0;0;0;0;0;0;1
12:19:53.865390;0;0;0;0;0;0;1
12:19:53.866389;0;0;0;0;0;0;1
12:19:53.958516;0;0;0;0;0;0;1
12:19:53.958516;0;0;0;0;0;0;1
12:19:53.959515;0;0;0;0;0;0;1
12:19:53.959515;0;0;0;0;0;0;1
12:19:53.959515;0;0;0;0;0;0;1
12:19:53.960515;0;0;0;0;0;0;1
12:19:53.960515;0;0;0;0;0;0;1
12:19:53.960515;0;0;0;0;0;0;1
12:19:53.961515;0;0;0;0;0;0;1
12:19:53.961515;0;0;0;0;0;0;1
12:19:53.961515;0;0;0;0;0;0;1
12:19:53.962526;0;0;0;0;0;0;1
12:19:53.962526;0;0;0;0;0;0;1
12:19:53.962526;0;0;0;0;0;0;1
12:19:53.963516;0;0;0;0;0;0;1
12:19:53.963516;0;0;0;0;0;0;1
12:19:53.964516;0;0;0;0;0;0;1
12:19:53.964516;0;0;0;0;0;0;1
12:19:53.964516;0;0;0;0;0;0;1
12:19:53.965515;0;0;0;0;0;0;1
12:19:53.965515;0;0;0;0;0;0;1
12:19:53.965515;0;0;0;0;0;0;1
12:19:54.182214;0;0;0;0;0;0;1
12:19:54.183629;0;0;0;0;0;0;1
12:19:54.183629;0;0;0;0;0;0;1
12:19:54.184623;0;0;0;0;0;0;1
12:19:54.184623;0;0;0;0;0;0;1
12:19:54.184623;0;0;0;0;0;0;1
12:19:54.185623;0;0;0;0;0;0;1
12:19:54.185623;0;0;0;0;0;0;1
12:19:54.185623;0;0;0;0;0;0;1
12:19:54.186634;0;0;0;0;0;0;1
12:19:54.186634;0;0;0;0;0;0;1
12:19:54.187648;0;0;0;0;0;0;1
12:19:54.187648;0;0;0;0;0;0;1
12:19:54.187648;0;0;0;0;0;0;1
12:19:54.187648;0;0;0;0;0;0;1
12:19:54.188647;0;0;0;0;0;0;1
12:19:54.188647;0;0;0;0;0;0;1
12:19:54.189621;0;0;0;0;0;0;1
12:19:54.189621;0;0;0;0;0;0;1
12:19:54.189621;0;0;0;0;0;0;1
12:19:54.190622;0;0;0;0;0;0;1
12:19:54.190622;0;0;0;0;0;0;1
12:19:54.190622;0;0;0;0;0;0;1
12:19:54.191622;0;0;0;0;0;0;1
12:19:54.191622;0;0;0;0;0;0;1
12:19:54.192622;0;0;0;0;0;0;1
12:19:54.192622;0;0;0;0;0;0;1
12:19:54.193291;0;0;0;0;0;0;1
12:19:54.193291;0;0;0;0;0;0;1
12:19:54.194290;0;0;0;0;0;0;1
12:19:54.194290;0;0;0;0;0;0;1
12:19:54.194290;0;0;0;0;0;0;1
12:19:54.195290;0;0;0;0;0;0;1
12:19:54.195290;0;0;0;0;0;0;1
12:19:54.195290;0;0;0;0;0;0;1
12:19:54.196289;0;0;0;0;0;0;1
12:19:54.196289;0;0;0;0;0;0;1
12:19:54.197292;0;0;0;0;0;0;1
12:19:54.197292;0;0;0;0;0;0;1
12:19:54.197292;0;0;0;0;0;0;1
12:19:54.262359;0;0;0;0;0;0;1
12:19:54.262359;0;0;0;0;0;0;1
12:19:54.262359;0;0;0;0;0;0;1
12:19:54.263808;0;0;0;0;0;0;1
12:19:54.263808;0;0;0;0;0;0;1
12:19:54.263808;0;0;0;0;0;0;1
12:19:54.264746;0;0;0;0;0;0;1
12:19:54.264746;0;0;0;0;0;0;1
12:19:54.265746;0;0;0;0;0;0;1
12:19:54.265746;0;0;0;0;0;0;1
12:19:54.265746;0;0;0;0;0;0;1
12:19:54.266747;0;0;0;0;0;0;1
12:19:54.266747;0;0;0;0;0;0;1
12:19:54.267357;0;0;0;0;0;0;1
12:19:54.267357;0;0;0;0;0;0;1
12:19:54.267357;0;0;0;0;0;0;1
12:19:54.287935;0;0;0;0;0;0;1
12:19:54.287935;0;0;0;0;0;0;1
12:19:54.288936;0;0;0;0;0;0;1
12:19:54.288936;0;0;0;0;0;0;1
12:19:54.288936;0;0;0;0;0;0;1
12:19:54.297935;0;0;0;0;0;0;1
